,0,1,2,3,4
0,0.975967291583566,1.0,0.9872331408592467,0.974979149291076,0.9866659258847714
1,0.35947712418300654,0.43005643005643,0.216593028964163,0.26277372262773724,0.35960144927536236
2,,,,,
3,0.5961538461538461,0.4841269841269842,0.4786096256684492,0.47853624208304013,0.4700574241181296
4,0.8991596638655461,1.0,1.0,1.0,0.823076923076923
5,,,,,
6,0.3333333333333333,0.7333333333333334,0.42857142857142855,0.42857142857142855,
7,1.0,1.0,1.0,0.9381830838844414,0.9069829488951952
8,0.4941176470588235,0.4941176470588235,,,
9,1.0,1.0,1.0,1.0,1.0
10,0.4838709677419355,0.4838709677419355,0.4838709677419355,0.4838709677419355,0.4827586206896552
11,0.8853020298361457,0.7727713178294573,0.8376937984496124,0.8258918025041342,0.8575478384124735
12,0.8964624676445212,0.8852223816355811,0.829059829059829,0.8132586367880486,0.8769501208525599
13,0.5250000000000001,0.3734767025089606,0.5117157974300831,0.4702861335289802,0.5595238095238095
14,0.7166666666666666,0.5096153846153846,0.6666666666666666,0.6135265700483091,0.7922077922077921
15,0.4878048780487805,0.48466257668711654,0.48466257668711654,0.48466257668711654,0.48466257668711654
16,,,,,
17,0.6068548387096774,0.9705660377358492,0.8458498023715415,0.872053872053872,1.0
18,0.8714568226763348,0.8714568226763348,0.8957219251336899,0.8146341463414635,0.8156618156618156
19,,,,,
20,,,0.45454545454545453,0.45454545454545453,
21,0.9746444032158318,0.9474358974358974,0.9466666666666667,0.8683344305464121,0.9729546991210277
22,0.9206349206349207,1.0,0.9206349206349207,1.0,0.9181286549707603
23,,,,,
24,0.9442724458204335,0.9714285714285714,0.914004914004914,0.9428104575163399,0.914004914004914
25,0.7619047619047619,1.0,1.0,1.0,0.4738461538461538
26,0.8654970760233919,0.8685714285714285,0.9083333333333333,0.8610526315789473,0.6757894736842105
27,,,,,
28,0.6222222222222222,0.7976190476190477,0.91005291005291,0.7976190476190477,0.4181818181818182
29,0.7496807151979565,0.8450404427415921,0.677428530792206,0.8332387975042541,0.6972128994600906
30,0.8635137677977796,0.8687179487179487,0.8285218285861249,0.8319788319788319,0.8380928097909229
31,0.5488466757123474,0.4736544549977386,0.4695752009184845,0.43021582733812946,0.5220414966377377
32,,,,,
33,,,,,
34,0.7857142857142858,0.7962037962037962,0.7837528604118993,0.8090909090909092,0.7730052624093301
35,0.4939759036144578,0.4939759036144578,0.4939759036144578,0.4939759036144578,0.4970059880239521
36,0.9415584415584416,1.0,0.9698535745047374,1.0,1.0
37,0.9749843652282677,0.8460526315789474,0.9228740936058009,0.8200395517468688,0.8205128205128205
38,,,,,
39,0.37499999999999994,0.37499999999999994,0.4444444444444445,0.4444444444444445,0.4444444444444445
40,0.38,0.5245901639344263,0.6163522012578616,0.5579710144927537,0.40741831027377096
